14:36:35.462844 TIMED OUT
06:07:21.345041 2022062100 001.nzy.h.root-servers.org
17:29:43.166431 2022062101 001.nzy.h.root-servers.org
20:47:07.782783 2022062102 001.nzy.h.root-servers.org
07:04:37.433055 2022062200 001.nzy.h.root-servers.org
18:56:05.320096 2022062201 001.nzy.h.root-servers.org
20:32:50.520476 2022062202 001.nzy.h.root-servers.org
05:14:47.324996 2022062300 001.nzy.h.root-servers.org
19:23:14.856816 2022062301 001.nzy.h.root-servers.org
05:07:49.760688 2022062400 001.nzy.h.root-servers.org
17:32:28.908464 2022062401 001.nzy.h.root-servers.org
21:50:38.052984 2022062402 001.nzy.h.root-servers.org
05:15:01.575447 2022062500 001.nzy.h.root-servers.org
17:22:31.106088 2022062501 001.nzy.h.root-servers.org
05:08:10.386439 2022062600 001.nzy.h.root-servers.org
18:00:40.027842 2022062601 001.nzy.h.root-servers.org
05:18:49.890381 2022062700 001.nzy.h.root-servers.org
17:37:46.283849 2022062701 001.nzy.h.root-servers.org
20:40:36.096732 2022062702 001.nzy.h.root-servers.org
05:21:28.856347 2022062800 001.nzy.h.root-servers.org
17:25:06.456019 2022062801 001.nzy.h.root-servers.org
05:37:36.027512 2022062900 001.nzy.h.root-servers.org
15:03:46.078554 2022062901 001.nzy.h.root-servers.org
05:29:52.444037 2022062902 001.nzy.h.root-servers.org
05:40:10.716210 2022063000 001.nzy.h.root-servers.org
18:11:42.126103 2022063001 001.nzy.h.root-servers.org
12:57:21.124629 2022070100 001.nzy.h.root-servers.org
17:21:41.708076 2022070101 001.nzy.h.root-servers.org
20:04:32.316549 2022070102 001.nzy.h.root-servers.org
05:35:17.059696 2022070200 001.nzy.h.root-servers.org
17:16:56.482085 2022070201 001.nzy.h.root-servers.org
06:18:06.468249 2022070300 001.nzy.h.root-servers.org
17:38:44.883925 2022070301 001.nzy.h.root-servers.org
05:49:44.538242 2022070400 001.nzy.h.root-servers.org
17:20:05.320487 2022070401 001.nzy.h.root-servers.org
05:32:16.212581 2022070500 001.nzy.h.root-servers.org
17:47:07.445682 2022070501 001.nzy.h.root-servers.org
05:41:18.977793 2022070600 001.nzy.h.root-servers.org
16:02:11.644305 2022070601 001.nzy.h.root-servers.org
20:42:54.835595 2022070602 001.nzy.h.root-servers.org
06:21:26.312733 2022070700 001.nzy.h.root-servers.org
17:10:20.534997 2022070701 001.nzy.h.root-servers.org
07:30:25.771435 2022070800 001.nzy.h.root-servers.org
17:47:06.910688 2022070801 001.nzy.h.root-servers.org
21:16:34.548697 2022070802 001.nzy.h.root-servers.org
05:29:45.599038 2022070900 001.nzy.h.root-servers.org
17:23:53.000738 2022070901 001.nzy.h.root-servers.org
01:05:43.558928 2022071000 001.nzy.h.root-servers.org
05:44:10.787158 2022071001 001.nzy.h.root-servers.org
17:48:29.793703 2022071002 001.nzy.h.root-servers.org
12:33:13.365236 2022071100 001.nzy.h.root-servers.org
17:27:39.866081 2022071101 001.nzy.h.root-servers.org
21:12:25.635672 2022071102 001.nzy.h.root-servers.org
05:56:05.545062 2022071200 001.nzy.h.root-servers.org
18:20:17.644849 2022071201 001.nzy.h.root-servers.org
21:30:05.201733 2022071202 001.nzy.h.root-servers.org
07:58:05.771693 2022071300 001.nzy.h.root-servers.org
19:07:43.385519 2022071301 001.mia.h.root-servers.org
21:34:48.313450 2022071302 001.mia.h.root-servers.org
05:18:09.490937 2022071400 001.mia.h.root-servers.org
17:08:37.744206 2022071401 001.mia.h.root-servers.org
21:21:29.005423 2022071402 001.mia.h.root-servers.org
05:17:03.314407 2022071500 001.mia.h.root-servers.org
17:53:25.867155 2022071501 001.mia.h.root-servers.org
21:14:09.827576 2022071502 001.mia.h.root-servers.org
05:11:45.515063 2022071600 001.mia.h.root-servers.org
17:09:34.985656 2022071601 001.mia.h.root-servers.org
09:09:03.827666 2022071700 001.mia.h.root-servers.org
17:46:22.873767 2022071701 001.mia.h.root-servers.org
06:21:27.590594 2022071800 001.mia.h.root-servers.org
17:13:23.402922 2022071801 001.mia.h.root-servers.org
21:33:58.005898 2022071802 001.mia.h.root-servers.org
12:31:57.071700 2022071900 001.mia.h.root-servers.org
17:13:04.512625 2022071901 001.mia.h.root-servers.org
12:41:35.519266 2022072000 001.mia.h.root-servers.org
17:17:35.789982 2022072001 001.mia.h.root-servers.org
21:09:41.512214 2022072002 001.mia.h.root-servers.org
05:18:07.368889 2022072100 001.mia.h.root-servers.org
14:32:31.736479 2022072101 001.mia.h.root-servers.org
17:14:56.459849 2022072102 001.mia.h.root-servers.org
21:56:58.341062 2022072103 001.mia.h.root-servers.org
05:15:14.128412 2022072200 001.mia.h.root-servers.org
18:02:20.933550 2022072201 001.mia.h.root-servers.org
21:17:51.315778 2022072202 001.mia.h.root-servers.org
05:15:31.042990 2022072300 001.mia.h.root-servers.org
17:19:01.539610 2022072301 001.mia.h.root-servers.org
05:11:48.930974 2022072400 001.mia.h.root-servers.org
17:48:32.660814 2022072401 001.mia.h.root-servers.org
08:37:43.683834 2022072500 001.mia.h.root-servers.org
17:08:48.731887 2022072501 001.mia.h.root-servers.org
21:24:18.749881 2022072502 001.mia.h.root-servers.org
07:15:00.317066 2022072600 001.mia.h.root-servers.org
17:08:59.653020 2022072601 001.mia.h.root-servers.org
21:56:38.884070 2022072602 001.mia.h.root-servers.org
13:44:00.170130 2022072700 001.mia.h.root-servers.org
17:29:53.327584 2022072701 001.mia.h.root-servers.org
21:22:29.203247 2022072702 001.mia.h.root-servers.org
05:16:42.165618 2022072800 001.mia.h.root-servers.org
20:13:42.881458 2022072801 001.mia.h.root-servers.org
21:05:01.632542 2022072802 001.mia.h.root-servers.org
