23:20:50.191975 TIMED OUT
05:34:04.018684 2022052300 ns1.cz-prg.k.ripe.net
17:43:31.083806 2022052301 ns1.cz-prg.k.ripe.net
05:32:20.615024 2022052400 ns1.cz-prg.k.ripe.net
17:22:38.515000 2022052401 ns1.cz-prg.k.ripe.net
05:22:54.589651 2022052500 ns1.cz-prg.k.ripe.net
18:06:07.974753 2022052501 ns1.cz-prg.k.ripe.net
21:13:09.746323 2022052502 ns1.cz-prg.k.ripe.net
05:15:29.352547 2022052600 ns1.cz-prg.k.ripe.net
17:11:13.063308 2022052601 ns1.cz-prg.k.ripe.net
21:09:56.305177 2022052602 ns1.cz-prg.k.ripe.net
05:11:36.047077 2022052700 ns1.cz-prg.k.ripe.net
20:24:00.032429 2022052701 ns1.cz-prg.k.ripe.net
21:17:49.469995 2022052702 ns1.cz-prg.k.ripe.net
05:10:44.099128 2022052800 ns1.cz-prg.k.ripe.net
21:12:42.442768 2022052801 ns1.cz-prg.k.ripe.net
05:12:17.745080 2022052900 ns1.cz-prg.k.ripe.net
18:15:39.946967 2022052901 ns1.cz-prg.k.ripe.net
05:11:10.273961 2022053000 ns1.cz-prg.k.ripe.net
17:42:52.514416 2022053001 ns1.cz-prg.k.ripe.net
06:12:38.964304 2022053100 ns1.cz-prg.k.ripe.net
17:18:51.112082 2022053101 ns1.cz-prg.k.ripe.net
05:17:59.373463 2022060100 ns1.cz-prg.k.ripe.net
14:25:44.101084 2022060101 ns1.cz-prg.k.ripe.net
17:13:19.643077 2022060102 ns1.cz-prg.k.ripe.net
21:58:12.649545 2022060103 ns1.cz-prg.k.ripe.net
05:12:02.927729 2022060200 ns1.cz-prg.k.ripe.net
17:22:02.633745 2022060201 ns1.cz-prg.k.ripe.net
00:33:39.672914 2022060300 ns1.cz-prg.k.ripe.net
05:13:28.792132 2022060301 ns1.cz-prg.k.ripe.net
17:32:03.427344 2022060302 ns1.cz-prg.k.ripe.net
19:50:36.806080 2022060303 ns1.cz-prg.k.ripe.net
05:20:57.878605 2022060400 ns1.cz-prg.k.ripe.net
17:23:49.862602 2022060401 ns1.cz-prg.k.ripe.net
17:30:21.105035 2022060402 ns1.cz-prg.k.ripe.net
05:13:55.117631 2022060500 ns1.cz-prg.k.ripe.net
17:20:45.323811 2022060501 ns1.cz-prg.k.ripe.net
05:36:24.881738 2022060600 ns1.cz-prg.k.ripe.net
17:13:13.401718 2022060601 ns1.cz-prg.k.ripe.net
21:00:09.538592 2022060602 ns1.cz-prg.k.ripe.net
05:39:38.595312 2022060700 ns1.cz-prg.k.ripe.net
17:17:41.476774 2022060701 ns1.cz-prg.k.ripe.net
05:19:40.030284 2022060800 ns1.cz-prg.k.ripe.net
17:41:38.471750 2022060801 ns1.cz-prg.k.ripe.net
21:31:41.979351 2022060802 ns1.cz-prg.k.ripe.net
05:18:19.543342 2022060900 ns1.cz-prg.k.ripe.net
17:53:30.303760 2022060901 ns1.cz-prg.k.ripe.net
21:59:41.565849 2022060902 ns1.cz-prg.k.ripe.net
05:09:24.426774 2022061000 ns1.cz-prg.k.ripe.net
20:07:54.246732 2022061001 ns1.cz-prg.k.ripe.net
05:11:35.015940 2022061100 ns1.cz-prg.k.ripe.net
20:05:07.491217 2022061101 ns1.cz-prg.k.ripe.net
20:38:17.078519 2022061102 ns1.cz-prg.k.ripe.net
05:16:31.774288 2022061200 ns1.cz-prg.k.ripe.net
19:02:17.624653 2022061201 ns1.cz-prg.k.ripe.net
05:45:25.797535 2022061300 ns1.cz-prg.k.ripe.net
17:11:47.213890 2022061301 ns1.cz-prg.k.ripe.net
20:21:36.471559 2022061302 ns1.cz-prg.k.ripe.net
05:36:27.702192 2022061400 ns1.cz-prg.k.ripe.net
19:53:10.866241 2022061401 ns1.cz-prg.k.ripe.net
05:11:10.538180 2022061500 ns1.cz-prg.k.ripe.net
14:33:07.058134 2022061501 ns1.cz-prg.k.ripe.net
19:13:46.916027 2022061502 ns1.cz-prg.k.ripe.net
20:09:25.963448 2022061503 ns1.cz-prg.k.ripe.net
05:18:44.074437 2022061600 ns1.cz-prg.k.ripe.net
21:37:27.349178 2022061601 ns1.cz-prg.k.ripe.net
05:32:31.253297 2022061700 ns1.cz-prg.k.ripe.net
17:58:14.584098 2022061701 ns1.cz-prg.k.ripe.net
05:15:21.661578 2022061800 ns1.cz-prg.k.ripe.net
20:06:42.532679 2022061801 ns1.cz-prg.k.ripe.net
05:26:50.104148 2022061900 ns1.cz-prg.k.ripe.net
17:31:26.794887 2022061901 ns1.cz-prg.k.ripe.net
12:25:08.949819 2022062000 ns1.cz-prg.k.ripe.net
17:23:36.855773 2022062001 ns1.cz-prg.k.ripe.net
06:07:18.840489 2022062100 ns1.cz-prg.k.ripe.net
17:29:39.637763 2022062101 ns1.cz-prg.k.ripe.net
20:47:05.205212 2022062102 ns1.cz-prg.k.ripe.net
07:04:38.623926 2022062200 ns1.cz-prg.k.ripe.net
18:56:06.319421 2022062201 ns1.cz-prg.k.ripe.net
20:32:49.405430 2022062202 ns1.cz-prg.k.ripe.net
05:14:48.245339 2022062300 ns1.cz-prg.k.ripe.net
18:22:30.697925 2022062301 ns1.cz-prg.k.ripe.net
05:07:51.964239 2022062400 ns1.cz-prg.k.ripe.net
17:32:26.940218 2022062401 ns1.cz-prg.k.ripe.net
21:50:34.956685 2022062402 ns1.cz-prg.k.ripe.net
05:15:09.336798 2022062500 ns1.cz-prg.k.ripe.net
17:22:35.178338 2022062501 ns1.cz-prg.k.ripe.net
05:08:13.066803 2022062600 ns1.cz-prg.k.ripe.net
18:00:44.882837 2022062601 ns1.cz-prg.k.ripe.net
05:19:03.919586 2022062700 ns1.cz-prg.k.ripe.net
17:37:57.557932 2022062701 ns1.cz-prg.k.ripe.net
20:40:49.514622 2022062702 ns1.cz-prg.k.ripe.net
05:21:35.922263 2022062800 ns1.cz-prg.k.ripe.net
17:25:01.075341 2022062801 ns1.cz-prg.k.ripe.net
05:37:42.353099 2022062900 ns1.cz-prg.k.ripe.net
15:03:55.517518 2022062901 ns1.cz-prg.k.ripe.net
05:30:00.224755 2022062902 ns1.cz-prg.k.ripe.net
05:40:15.955120 2022063000 ns1.cz-prg.k.ripe.net
18:11:48.016156 2022063001 ns1.cz-prg.k.ripe.net
12:57:23.938033 2022070100 ns1.cz-prg.k.ripe.net
17:21:39.285153 2022070101 ns1.cz-prg.k.ripe.net
20:04:28.761808 2022070102 ns1.cz-prg.k.ripe.net
05:35:18.302383 2022070200 ns1.cz-prg.k.ripe.net
17:17:00.540016 2022070201 ns1.cz-prg.k.ripe.net
06:18:11.480522 2022070300 ns1.cz-prg.k.ripe.net
17:38:55.485238 2022070301 ns1.cz-prg.k.ripe.net
05:49:57.080984 2022070400 ns1.cz-prg.k.ripe.net
17:20:16.210197 2022070401 ns1.cz-prg.k.ripe.net
05:32:24.591876 2022070500 ns1.cz-prg.k.ripe.net
17:47:08.494358 2022070501 ns1.cz-prg.k.ripe.net
05:41:31.494697 2022070600 ns1.cz-prg.k.ripe.net
16:02:12.986130 2022070601 ns1.cz-prg.k.ripe.net
20:43:06.506519 2022070602 ns1.cz-prg.k.ripe.net
06:21:23.354930 2022070700 ns1.cz-prg.k.ripe.net
17:10:25.286189 2022070701 ns1.cz-prg.k.ripe.net
07:30:34.672346 2022070800 ns1.cz-prg.k.ripe.net
17:47:04.124627 2022070801 ns1.cz-prg.k.ripe.net
21:16:36.927943 2022070802 ns1.cz-prg.k.ripe.net
05:29:53.345018 2022070900 ns1.cz-prg.k.ripe.net
17:23:54.128272 2022070901 ns1.cz-prg.k.ripe.net
01:05:47.852645 2022071000 ns1.cz-prg.k.ripe.net
05:44:12.026281 2022071001 ns1.cz-prg.k.ripe.net
17:48:33.467094 2022071002 ns1.cz-prg.k.ripe.net
12:33:20.715945 2022071100 ns1.cz-prg.k.ripe.net
17:27:46.637679 2022071101 ns1.cz-prg.k.ripe.net
21:12:34.187766 2022071102 ns1.cz-prg.k.ripe.net
05:56:06.875614 2022071200 ns1.cz-prg.k.ripe.net
18:20:16.627567 2022071201 ns1.cz-prg.k.ripe.net
21:30:08.328762 2022071202 ns1.cz-prg.k.ripe.net
07:58:07.578342 2022071300 ns1.cz-prg.k.ripe.net
19:07:52.469076 2022071301 ns1.cz-prg.k.ripe.net
21:34:55.852018 2022071302 ns1.cz-prg.k.ripe.net
05:18:01.352582 2022071400 ns1.cz-prg.k.ripe.net
17:08:41.420272 2022071401 ns1.cz-prg.k.ripe.net
21:21:37.340966 2022071402 ns1.cz-prg.k.ripe.net
05:17:12.762274 2022071500 ns1.cz-prg.k.ripe.net
17:53:20.627031 2022071501 ns1.cz-prg.k.ripe.net
21:14:14.693256 2022071502 ns1.cz-prg.k.ripe.net
05:11:52.014741 2022071600 ns1.cz-prg.k.ripe.net
17:09:40.351775 2022071601 ns1.cz-prg.k.ripe.net
09:09:08.657459 2022071700 ns1.cz-prg.k.ripe.net
17:46:24.519456 2022071701 ns1.cz-prg.k.ripe.net
06:21:33.796102 2022071800 ns1.cz-prg.k.ripe.net
17:13:19.909385 2022071801 ns1.cz-prg.k.ripe.net
21:33:55.753457 2022071802 ns1.cz-prg.k.ripe.net
12:31:59.687225 2022071900 ns1.cz-prg.k.ripe.net
17:13:05.831742 2022071901 ns1.cz-prg.k.ripe.net
12:41:38.127487 2022072000 ns1.cz-prg.k.ripe.net
17:17:37.123006 2022072001 ns1.cz-prg.k.ripe.net
21:09:46.419285 2022072002 ns1.cz-prg.k.ripe.net
05:18:13.963129 2022072100 ns1.cz-prg.k.ripe.net
14:32:40.868097 2022072101 ns1.cz-prg.k.ripe.net
17:15:06.460444 2022072102 ns1.cz-prg.k.ripe.net
21:56:58.659743 2022072103 ns1.cz-prg.k.ripe.net
05:15:10.463952 2022072200 ns1.cz-prg.k.ripe.net
18:02:17.439894 2022072201 ns1.cz-prg.k.ripe.net
21:17:50.556118 2022072202 ns1.cz-prg.k.ripe.net
05:15:27.297724 2022072300 ns1.cz-prg.k.ripe.net
17:19:04.694367 2022072301 ns1.cz-prg.k.ripe.net
05:11:57.340377 2022072400 ns1.cz-prg.k.ripe.net
17:48:35.913871 2022072401 ns1.cz-prg.k.ripe.net
08:37:55.878494 2022072500 ns1.cz-prg.k.ripe.net
17:08:41.412719 2022072501 ns1.cz-prg.k.ripe.net
21:24:25.414136 2022072502 ns1.cz-prg.k.ripe.net
07:15:03.747590 2022072600 ns1.cz-prg.k.ripe.net
17:08:56.479272 2022072601 ns1.cz-prg.k.ripe.net
21:56:40.870579 2022072602 ns1.cz-prg.k.ripe.net
13:44:10.336834 2022072700 ns1.cz-prg.k.ripe.net
17:29:55.060493 2022072701 ns1.cz-prg.k.ripe.net
21:22:25.438975 2022072702 ns1.cz-prg.k.ripe.net
05:16:42.126278 2022072800 ns1.cz-prg.k.ripe.net
20:13:41.567680 2022072801 ns1.cz-prg.k.ripe.net
21:05:11.321698 2022072802 ns1.cz-prg.k.ripe.net
